Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
KATM   36099,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fagales,Betulaceae,Betula,papyrifera,"","",1,"",EA,Betula kenaica  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-105,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60520 ALAAC=V143276,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","bank of pond in graminoid meadow, moist soil","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36100,KATM-00305,BIOLOGY,Plantae,Polypodiophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,fluviatile,"","",1,"",EA,Equisetum fluviatile  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-110,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60521 ALAAC=V143277,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, wet mud and standing water, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36101,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Poaceae,Agrostis,exarata,"","",1,"",EA,Agrostis alaskana  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-111,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60522 ALAAC=V143278,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.68,8 m,"","","","Nuphar pond and marsh, wet mud, rare, densely caespitose","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36102,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Eleocharis,acicularis,"","",1,"",EA,Eleocharis acicularis  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-112,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60523 ALAAC=V143279,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.69,,"","","","wet mud, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36103,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Asteraceae,Nabalus,alatus,"","",1,"",EA,Prenanthes alata  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-114,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60524 ALAAC=V143280,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.69,,"","","","moist soil, patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36104,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Campanulaceae,Campanula,rotundifolia,"","",1,"",EA,Campanula rotundifolia  vascular plant specimens mounted on herbarium sheet,"","Lipkin, Rob",02-115,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60525 ALAAC=V143281,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, E end of spit","",AK,WGS 84,"","","",N58.61/W153.69,,"","","","rock crevices, scattered/patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36105,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Brachypodium; Bromus,Brachypodium distachyon; Bromus ciliatus,"","",1,"",EA,Bromus ciliatus  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-116,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60526 ALAAC=V143282,"MCDONALD, DUSTY",10/22/2004,"Batten, Alan",5/21/2007,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36105,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Brachypodium; Bromus,Brachypodium distachyon; Bromus ciliatus,"","",1,"",EA,Bromus ciliatus  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-116,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60526 ALAAC=V143282,"MCDONALD, DUSTY",10/22/2004,"Batten, Alan",5/21/2007,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36105,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Brachypodium; Bromus,Brachypodium distachyon; Bromus ciliatus,"","",1,"",EA,Bromus ciliatus  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-116,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60526 ALAAC=V143282,"MCDONALD, DUSTY",10/22/2004,"",5/21/2007,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36105,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Brachypodium; Bromus,Brachypodium distachyon; Bromus ciliatus,"","",1,"",EA,Bromus ciliatus  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-116,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60526 ALAAC=V143282,"MCDONALD, DUSTY",10/22/2004,"",5/21/2007,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36106,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Poa; Poa,Poa palustris; Poa trivialis,"","",1,"",EA,Poa palustris  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-117,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60527 ALAAC=V143283,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36106,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Poa; Poa,Poa palustris; Poa trivialis,"","",1,"",EA,Poa palustris  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-117,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60527 ALAAC=V143283,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, numerous","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36107,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,pachystachya,"","",1,"",EA,Carex pachystachya  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-118,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60528 ALAAC=V143284,"MCDONALD, DUSTY",10/22/2004,"Reznicek, Anton",4/15/2008,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36107,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,pachystachya,"","",1,"",EA,Carex pachystachya  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-118,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60528 ALAAC=V143284,"MCDONALD, DUSTY",10/22/2004,"Reznicek, Anton",4/15/2008,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36107,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,pachystachya,"","",1,"",EA,Carex pachystachya  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-118,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60528 ALAAC=V143284,"MCDONALD, DUSTY",10/22/2004,"",4/15/2008,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36107,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,pachystachya,"","",1,"",EA,Carex pachystachya  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-118,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60528 ALAAC=V143284,"MCDONALD, DUSTY",10/22/2004,"",4/15/2008,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36108,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Rosales; Rosales,Rosaceae; Rosaceae,Rubus; Rubus,Rubus mercierii; Rubus spectabilis,"","",1,"",EA,Rubus spectabilis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-119,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60529 ALAAC=V143285,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36108,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Rosales; Rosales,Rosaceae; Rosaceae,Rubus; Rubus,Rubus mercierii; Rubus spectabilis,"","",1,"",EA,Rubus spectabilis  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-119,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60529 ALAAC=V143285,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,,"","","","herbaceous meadow with scattered alder, 135¿ azimuth, 25¿ slope, 100% vegetation cover, moist soil, patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36109,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Caryophyllales,Polygonaceae,Rumex,occidentalis,"","",1,"",EA,Rumex fenestratus  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-120,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60530 ALAAC=V143286,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,122 m,"","","","small herbaceous fen, 180¿ azimuth, 5-10¿ slope, saturated soil, patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36109,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Caryophyllales,Polygonaceae,Rumex,occidentalis,"","",1,"",EA,Rumex fenestratus  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-120,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60530 ALAAC=V143286,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.76,122 m,"","","","small herbaceous fen, 180¿ azimuth, 5-10¿ slope, saturated soil, patchy","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36110,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Apiales,Araliaceae,Oplopanax,horridus,"","",1,"",EA,Oplopanax horridus  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-124,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60531 ALAAC=V143287,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","along stream bank in thick alder, 180¿ azimuth, 5-10¿ slope, moist soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36110,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Apiales,Araliaceae,Oplopanax,horridus,"","",1,"",EA,Oplopanax horridus  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-124,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60531 ALAAC=V143287,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","along stream bank in thick alder, 180¿ azimuth, 5-10¿ slope, moist soil, scattered","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36111,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,macrochaeta,"","",1,"",EA,Carex macrochaeta  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-125,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60532 ALAAC=V143288,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","ericaceous low shrub tundra, 180¿ azimuth, 10¿ slope, moist rocky soil, patchy, loosely clumped","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36111,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,macrochaeta,"","",1,"",EA,Carex macrochaeta  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-125,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60532 ALAAC=V143288,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","ericaceous low shrub tundra, 180¿ azimuth, 10¿ slope, moist rocky soil, patchy, loosely clumped","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36112,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,myosuroides,"","",1,"",EA,Kobresia myosuroides  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-126,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60533 ALAAC=V143289,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","ericaceous low shrub tundra, 180¿ azimuth, 10¿ slope, moist rocky soil, patchy, caespitose","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36112,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Poales,Cyperaceae,Carex,myosuroides,"","",1,"",EA,Kobresia myosuroides  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-126,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60533 ALAAC=V143289,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","ericaceous low shrub tundra, 180¿ azimuth, 10¿ slope, moist rocky soil, patchy, caespitose","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36113,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fabales,Fabaceae,Oxytropis,bryophila,"","",1,"",EA,Oxytropis bryophila  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-127,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60534 ALAAC=V143290,"MCDONALD, DUSTY",10/22/2004,"Jansen, A.",7/8/2002,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","Ericaceous low shrub tundra, 180¿ azimuth, 10¿ slope, rocky ground, locally abundant, loosely clumped.","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36113,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fabales,Fabaceae,Oxytropis,bryophila,"","",1,"",EA,Oxytropis bryophila  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-127,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60534 ALAAC=V143290,"MCDONALD, DUSTY",10/22/2004,"Jansen, A.",7/8/2002,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.61/W153.77,75 m,"","","","Ericaceous low shrub tundra, 180¿ azimuth, 10¿ slope, rocky ground, locally abundant, loosely clumped.","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36114,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Saxifragales,Saxifragaceae,Tellima,grandiflora,"","",1,"",EA,Tellima grandiflora  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-128,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60535 ALAAC=V143291,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.77,112 m,"","","","margin of Sphagnum fen, 180¿ azimuth, 10¿ slope, wet soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36114,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Saxifragales,Saxifragaceae,Tellima,grandiflora,"","",1,"",EA,Tellima grandiflora  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-128,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60535 ALAAC=V143291,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.77,112 m,"","","","margin of Sphagnum fen, 180¿ azimuth, 10¿ slope, wet soil, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36115,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Asteraceae,Senecio,triangularis,"","",1,"",EA,Senecio triangularis  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-129,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60536 ALAAC=V143292,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.77,112 m,"","","","margin of Sphagnum fen, 180¿ azimuth, 10¿ slope, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36115,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Asterales,Asteraceae,Senecio,triangularis,"","",1,"",EA,Senecio triangularis  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-129,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60536 ALAAC=V143292,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, hill N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.77,112 m,"","","","margin of Sphagnum fen, 180¿ azimuth, 10¿ slope, rare","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36116,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fabales,Fabaceae,Oxytropis,maydelliana,"","",1,"",EA,Oxytropis maydelliana  vascular plant specimens mounted on herbarium sheet,"","; Carlson, Matthew",02-131,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60537 ALAAC=V143293,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","135¿ azimuth, 20¿ slope, 50% vegetation cover, mesic to dry talus and soil, scattered, flowers yellow","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36116,KATM-00305,BIOLOGY,Plantae,Angiosperms,,Fabales,Fabaceae,Oxytropis,maydelliana,"","",1,"",EA,Oxytropis maydelliana  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-131,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60537 ALAAC=V143293,"MCDONALD, DUSTY",10/22/2004,"",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","135¿ azimuth, 20¿ slope, 50% vegetation cover, mesic to dry talus and soil, scattered, flowers yellow","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
KATM   36117,KATM-00305,BIOLOGY,Plantae; Plantae,Angiosperms; Angiosperms,,Poales; Poales,Poaceae; Poaceae,Poa; Poa,Poa glauca; Poa sinaica,"","",1,"",EA,Poa glauca  vascular plant specimens mounted on herbarium sheet,"","Jansen, Anna",02-133,2002-07-08,COM/GD,"","",Arctos=UAM:Herb:60538 ALAAC=V143294,"MCDONALD, DUSTY",10/22/2004,"Parker, Carolyn",10/18/2004,"","Alaska Peninsula, Swikshak Lagoon, peak 2750' N of Swikshak Lagoon","",AK,WGS 84,"","","",N58.62/W153.78,140 m,"","","","315¿ azimuth, 25¿ slope, 5% vegetation cover, mesic to dry talus and soil, scattered, tufted","","","","","",,"","","","","","","",2002,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
