Catalog #|Accession #|Class 1|Kingdom|Phylum/Division|Class|Order|Family|Sci. Name:Genus|Sci. Name:Species|Common Name|Item Count|Quantity|Storage Unit|Description|Dimens/Weight|Collector|Collection #|Collection Date|Condition|Condition Desc|Study #|Other Numbers|Cataloger|Catalog Date|Identified By|Ident Date|Repro Method|Locality|Unit|State|Reference Datum|Watrbody/Drain:Waterbody|Watrbody/Drain:Drainage|UTM Z/E/N|Lat LongN/W|Elevation|Depth|Depos Environ|Habitat/Comm|Habitat|Slope|Aspect|Soil Type|For/Per/Sub|Assoc Spec|Type Specimen|Threat/Endang|T/E Date|Rare|Exotic/Native|Age|Sex|Ctrl Prop|Location|Object Status|Status Date
KATM   36167|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Anemone|narcissiflora|narcissus anemone|2|0|EA|Anemone narcissiflora  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-209|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60588; ALAAC # V143344; Photo # AJ 2-29|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, edge of pond just NW of lake|KATM|AK|NAD 27||||59.24N/154.77W __59 __14.8437 __ __154 __46.4066|396||||wet low shrub sedge meadow; 180 degrees azimuth; 25 degrees slope; 100% vegetation cover; mesic soil; scattered|||||Salix reticulata, Carex podocarpa, Festuca altaica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36168|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Hieracium|triste|woolly hawkweed --slender hawkweed --low alpine hawkweed|2|0|EA|Hieracium triste  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-211|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60589; ALAAC # V143345|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, edge of pond just NW of lake|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.8653 __ __154 __46.9132|396||||ericaceous low shrub tundra; mesic soil; rare|||||Empetrum nigrum, Leutkea pectinata, Veratrum viride, Carex microchaeta||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36169|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ericales|Ericaceae|Andromeda|polifolia|bog rosemary|2|0|EA|Andromeda polifolia  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-213|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60590; ALAAC # V143346|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, pond W of lake|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.8653 __ __154 __46.9132|396||||patchy|||||Empetrum nigrum, Salix glauca, Carex microchaeta, Equisetum arvense, Eriophorum spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36170|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Equisetopsida|Equisetales|Equisetaceae|Equisetum|fluviatile|water horsetail --river horsetail --pipes --pr├¬le fluviatile|2|0|EA|Equisetum fluviatile  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-214|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60591; ALAAC # V143347|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, pond W of lake|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.8653 __ __154 __46.9132|396||||shallow water; patchy|||||Empetrum nigrum, Salix glauca, Carex microchaeta, Equisetum arvense, Eriophorum spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36171|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Lupinus|nootkatensis|Nootka lupine|2|0|EA|Lupinus nootkatensis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-215|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60592; ALAAC # V143348|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, pond W of lake|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.8653 __ __154 __46.9132|396||||ericaceous low shrub tundra; scattered|||||Empetrum nigrum, Salix glauca, Carex microchaeta, Equisetum arvense, Eriophorum spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36172|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Thalictrum|alpinum|alpine meadowrue --alpine meadow-rue|2|0|EA|Thalictrum alpinum  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-216|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60593; ALAAC # V143349|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, pond W of lake|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.6992 __ __154 __47.3156|396||||low shrub graminoid meadow; mesic soil; patchy in Festuca altaica tussocks|||||Carex spp., Salix spp., Festuca altaica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36173|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|bigelowii|Bigelows sedge'|2|0|EA|Carex bigelowii  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-217|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60594; ALAAC # V143350|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, pond W of lake|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.6992 __ __154 __47.3156|396||||low shrub graminoid meadow; patchy loosely clumped|||||Carex spp., Salix spp., Festuca altaica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36174|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Equisetopsida|Equisetales|Equisetaceae|Equisetum|variegatum|variegated horsetail --variegated scouring-rush --variegated scouringrush --pr├¬le panach├⌐e|2|0|EA|Equisetum variegatum  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-218|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60595; ALAAC # V143351|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, pond W of lake|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.6992 __ __154 __47.3156|396||||low shrub graminoid meadow; moist soil; scattered|||||Carex spp., Salix spp., Festuca altaica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36175|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Poa|paucispicula|Alaska bluegrass|2|0|EA|Poa paucispicula  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-219|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60596; ALAAC # V143352|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, pond 1 mi. W of lake|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.6992 __ __154 __47.3156|396||||20% vegetation cover; rocks and muddy soil; patchy|||||Salix reticulata, Claytonia sarmentosa, Carex podocarpa, Salix ovalifolia, Epilobium latifolium, Saxifraga nelsoniana||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36176|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Juncaceae|Juncus|biglumis|twoflowered rush|2|0|EA|Juncus biglumis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-220|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60597; ALAAC # V143353|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, pond 1 mi. W of lake|KATM|AK|NAD 27||||59.24N/154.78W __59 __14.6992 __ __154 __47.3156|396||||20% vegetation cover; rocks and muddy soil; patchy|||||Salix reticulata, Claytonia sarmentosa, Carex podocarpa, Salix ovalifolia, Epilobium latifolium, Saxifraga nelsoniana||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36177|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Boraginales|Boraginaceae|Eritrichium|nanum|arctic alpine forget-me-not|2|0|EA|Eritrichium nanum chamissonis vascular plant specimens mounted on herbarium sheet; was Eritrichium chamissonis||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-221|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60598; ALAAC # V143354; Photo # AJ 2-34|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.79W __59 __13.8614 __ __154 __47.9606|457||||10% vegetation cover; subxeric soil; rare|||||Dryas alaskensis, Salix arctica, Festuca richardsonii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36178|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Festuca|brevissima|Alaska fescue|2|0|EA|Festuca brevissima  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-222|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60599; ALAAC # V143355; Photo # AJ 2-34|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.79W __59 __13.8614 __ __154 __47.9606|457||||10% vegetation cover; subxeric soil; scattered|||||Dryas alaskensis, Salix arctica, Festuca richardsonii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36179|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Poaceae|Deschampsia|cespitosa|oriental hairgrass|2|0|EA|Deschampsia cespitosa orientalis vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-223|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60600; ALAAC # V143356; Photo # AJ 2-34|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.79W __59 __13.8614 __ __154 __47.9606|457||||10% vegetation cover; subxeric soil; rare|||||Dryas alaskensis, Salix arctica, Festuca richardsonii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36180|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Saxifragaceae|Chrysosplenium|wrightii|Wrights golden saxifrage'|2|0|EA|Chrysosplenium wrightii Franch. & Sav. vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-224|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60601; ALAAC # V143357; Photo # AJ 2-34|ANDERSON, MARGARET M.|6/26/2013 0:00|Levsen, Nicholas D.|1/1/2008||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.79W __59 __13.8614 __ __154 __47.9606|457||||10% vegetation cover; subxeric soil; rare|||||Dryas alaskensis, Salix arctica, Festuca richardsonii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36181|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Saxifragaceae|Saxifraga|flagellaris|whiplash saxifrage --stoloniferous saxifrage --spider saxifrage|2|0|EA|Saxifraga flagellaris  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-226|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60602; ALAAC # V143358; Photo # AJ 2-34|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.79W __59 __13.8614 __ __154 __47.9606|457||||10% vegetation cover; subxeric soil; rare|||||Dryas alaskensis, Salix arctica, Festuca richardsonii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36182|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Potentilla|hyparctica|Arctic cinquefoil|2|0|EA|Potentilla hyparctica  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-228|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60603; ALAAC # V143359; Photo # AJ 2-34|ANDERSON, MARGARET M.|6/26/2013 0:00|Elven, Reidar; Murray, David F.|9/15/2006||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.79W __59 __13.8614 __ __154 __47.9606|457||||10% vegetation cover; subxeric soil; scattered|||||Dryas alaskensis, Salix arctica, Festuca richardsonii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36183|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Aphragmus|eschscholtzianus|Aleutian cress|2|0|EA|Aphragmus eschscholtzianus  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-231|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60604; ALAAC # V143360; Photo # AJ 3-4|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.21N/154.78W __59 __13.0095 __ __154 __47.0678|549||||5% vegetation cover; small talus cobbles (basalt?); locally scattered|||||Ranunculus eschscholtzii, Lagotis glauca, Carex spp.||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36184|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Gentianales|Gentianaceae|Gentiana|algida|whitish gentian|2|0|EA|Gentiana algida  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-232|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60605; ALAAC # V143361; Photo # AJ 3-7|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.21N/154.77W __59 __13.0507 __ __154 __46.5017|610||||30% vegetation cover; patchy|||||Oxytropis bryophila, Trisetum spicatum, Rhododendron camtschaticum||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36185|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Ranunculus|nivalis|snow buttercup|2|0|EA|Ranunculus nivalis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-233|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60606; ALAAC # V143362|ANDERSON, MARGARET M.|6/26/2013 0:00|Parker, Carolyn L.|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.22N/154.77W __59 __13.229 __ __154 __46.278|762||||rare|||||moss, Minuartia spp., Salix spp., Artemisia arctica, Rhododendron camtschaticum, Saxifraga nelsoniana||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36186|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Eriophorum|vaginatum|tussock cottongrass|2|0|EA|Eriophorum vaginatum  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Pearse, Ian|02-237 B|7/23/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60607; ALAAC # V143363; Photo # IP 3-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Elven, Reidar; Murray, David F.|2/27/2009||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Nonvianuk R. outlet, fen S of ranger cabin|KATM|AK|NAD 27||||59.01N/155.6W __59 __0.9576 __ __155 __36.1114|198||||wet sedge Sphagnum fen; 100% vegetation cover; numerous; rhizomatous|||||Sphagnum spp., Carex ssp., Betula nana, Pedicularis labradorica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36187|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Brassicales|Brassicaceae|Draba|fladnizensis|arctic draba --Austrian draba|2|0|EA|Draba fladnizensis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Carlson, Matthew; Pearse, Ian|02-237|7/17/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60608; ALAAC # V143364; Photo # AJ 3-8|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Mirror Lake, hills SW of lake|KATM|AK|NAD 27||||59.23N/154.78W __59 __13.8914 __ __154 __46.8151|610||||270 degrees azimuth; 45 degrees slope; rare|||||Silene acaulis, Acomastylis rossii||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36188|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|pluriflora|manyflower sedge|2|0|EA|Carex pluriflora  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Pearse, Ian|02-238|7/23/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60609; ALAAC # V143365; Photo # IP 3-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Nonvianuk R. outlet, fen S of ranger cabin|KATM|AK|NAD 27||||59.01N/155.6W __59 __0.9576 __ __155 __36.1114|198||||wet sedge Sphagnum fen; 100% vegetation cover; numerous|||||Sphagnum spp., Carex ssp., Betula nana, Pedicularis labradorica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36189|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Droseraceae|Drosera|rotundifolia|roundleaf sundew|2|0|EA|Drosera rotundifolia  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Pearse, Ian|02-239|7/23/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60610; ALAAC # V143366; Photo # IP 3-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Nonvianuk R. outlet, fen S of ranger cabin|KATM|AK|NAD 27||||59.01N/155.6W __59 __0.9576 __ __155 __36.1114|198||||wet sedge Sphagnum fen; 100% vegetation cover; numerous|||||Sphagnum spp., Carex ssp., Betula nana, Pedicularis labradorica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36190|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Trichophorum|cespitosum|tufted bulrush|2|0|EA|Trichophorum cespitosum  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Pearse, Ian|02-240|7/23/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60611; ALAAC # V143367; Photo # IP 3-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Nonvianuk R. outlet, fen S of ranger cabin|KATM|AK|NAD 27||||59.01N/155.6W __59 __0.9576 __ __155 __36.1114|198||||wet sedge Sphagnum fen; 100% vegetation cover; numerous|||||Sphagnum spp., Carex ssp., Betula nana, Pedicularis labradorica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36191|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|aquatilis|water sedge|2|0|EA|Carex aquatilis  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Pearse, Ian|02-241|7/23/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60612; ALAAC # V143368; Photo # IP 3-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Nonvianuk R. outlet, fen S of ranger cabin|KATM|AK|NAD 27||||59.01N/155.6W __59 __0.9576 __ __155 __36.1114|198||||wet sedge Sphagnum fen; 100% vegetation cover; scattered/patchy|||||Sphagnum spp., Carex ssp., Betula nana, Pedicularis labradorica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36192|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|livida|livid sedge|2|0|EA|Carex livida  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Pearse, Ian|02-242|7/23/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60613; ALAAC # V143369; Photo # IP 3-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Nonvianuk R. outlet, fen S of ranger cabin|KATM|AK|NAD 27||||59.01N/155.6W __59 __0.9576 __ __155 __36.1114|198||||wet sedge Sphagnum fen; 100% vegetation cover; scattered/patchy|||||Sphagnum spp., Carex ssp., Betula nana, Pedicularis labradorica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36193|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Poales|Cyperaceae|Carex|williamsii|Williams sedge'|2|0|EA|Carex williamsii  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Pearse, Ian|02-243|7/23/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60614; ALAAC # V143370; Photo # IP 3-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Nonvianuk R. outlet, fen S of ranger cabin|KATM|AK|NAD 27||||59.01N/155.6W __59 __0.9576 __ __155 __36.1114|198||||wet sedge Sphagnum fen; 100% vegetation cover; scattered/patchy|||||Sphagnum spp., Carex ssp., Betula nana, Pedicularis labradorica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
KATM   36194|KATM-00305|BIOLOGY|Plantae|Tracheophyta|Magnoliopsida|Myrtales|Onagraceae|Epilobium|palustre|marsh willowweed --marsh willowherb|2|0|EA|Epilobium palustre  vascular plant specimens mounted on herbarium sheet||Jansen, Anna; Pearse, Ian|02-245|7/23/2002|COM/GD|||UAF Accession # 2004.001.Herb; UAF Catalog # UAM:Herb:60615; ALAAC # V143371; Photo # IP 3-3|ANDERSON, MARGARET M.|6/26/2013 0:00|Not provided|10/18/2004||QUAD: Iliamna; Katmai National Park; Alaska Peninsula, Nonvianuk R. outlet, fen S of ranger cabin|KATM|AK|NAD 27||||59.01N/155.6W __59 __0.9576 __ __155 __36.1114|198||||wet sedge Sphagnum fen; 100% vegetation cover; scattered/patchy|||||Sphagnum spp., Carex ssp., Betula nana, Pedicularis labradorica||||||||N|UAMN Herbarium - ALA|LOAN OUT - NON-NPS - NON-FEDERAL|2013
